Date,Outages,Outage_Color,Incidents,Service
4 Jul 2021,[],#10a37f,[],playground
5 Jul 2021,[],#10a37f,[],playground
6 Jul 2021,[],#10a37f,[],playground
7 Jul 2021,[],#10a37f,[],playground
8 Jul 2021,[],#10a37f,[],playground
9 Jul 2021,[],#10a37f,[],playground
10 Jul 2021,[],#10a37f,[],playground
11 Jul 2021,[],#10a37f,[],playground
12 Jul 2021,[],#10a37f,[],playground
13 Jul 2021,[],#10a37f,[],playground
14 Jul 2021,[],#10a37f,[],playground
15 Jul 2021,[],#10a37f,[],playground
16 Jul 2021,[],#10a37f,[],playground
17 Jul 2021,[],#10a37f,[],playground
18 Jul 2021,[],#10a37f,[],playground
19 Jul 2021,[],#10a37f,[],playground
20 Jul 2021,[],#10a37f,[],playground
21 Jul 2021,[],#10a37f,[],playground
22 Jul 2021,[],#10a37f,[],playground
23 Jul 2021,[],#10a37f,[],playground
24 Jul 2021,[],#10a37f,[],playground
25 Jul 2021,[],#10a37f,[],playground
26 Jul 2021,[],#10a37f,[],playground
27 Jul 2021,[],#10a37f,[],playground
28 Jul 2021,[],#10a37f,[],playground
29 Jul 2021,[],#10a37f,[],playground
30 Jul 2021,[],#10a37f,[],playground
31 Jul 2021,[],#10a37f,[],playground
1 Aug 2021,[],#10a37f,[],playground
2 Aug 2021,[],#10a37f,[],playground
3 Aug 2021,[],#10a37f,[],playground
4 Aug 2021,[],#10a37f,[],playground
5 Aug 2021,[],#10a37f,[],playground
6 Aug 2021,[],#10a37f,[],playground
7 Aug 2021,[],#10a37f,[],playground
8 Aug 2021,[],#10a37f,[],playground
9 Aug 2021,[],#10a37f,[],playground
10 Aug 2021,[],#10a37f,[],playground
11 Aug 2021,[],#10a37f,[],playground
12 Aug 2021,[],#10a37f,[],playground
13 Aug 2021,[],#10a37f,[],playground
14 Aug 2021,[],#10a37f,[],playground
15 Aug 2021,[],#10a37f,[],playground
16 Aug 2021,[],#10a37f,[],playground
17 Aug 2021,[],#10a37f,[],playground
18 Aug 2021,[],#10a37f,[],playground
19 Aug 2021,[],#10a37f,[],playground
20 Aug 2021,[],#10a37f,[],playground
21 Aug 2021,[],#10a37f,[],playground
22 Aug 2021,[],#10a37f,[],playground
23 Aug 2021,[],#10a37f,[],playground
24 Aug 2021,[],#10a37f,[],playground
25 Aug 2021,[],#10a37f,[],playground
26 Aug 2021,[],#10a37f,[],playground
27 Aug 2021,[],#10a37f,[],playground
28 Aug 2021,[],#10a37f,[],playground
29 Aug 2021,[],#10a37f,[],playground
30 Aug 2021,[],#10a37f,[],playground
31 Aug 2021,[],#10a37f,[],playground
31 Mar 2021,[],#10a37f,[],playground
1 Apr 2021,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 8}]",#b3a94b,"[{""Incident_Title"": ""Degraded API Status"", ""Incident_Link"": ""https://status.openai.com/incidents/njmxdd3rh3g9""}]",playground
2 Apr 2021,[],#10a37f,[],playground
3 Apr 2021,[],#10a37f,[],playground
4 Apr 2021,[],#10a37f,[],playground
5 Apr 2021,[],#10a37f,[],playground
6 Apr 2021,[],#10a37f,[],playground
7 Apr 2021,[],#10a37f,[],playground
8 Apr 2021,[],#10a37f,[],playground
9 Apr 2021,[],#10a37f,[],playground
10 Apr 2021,[],#10a37f,[],playground
11 Apr 2021,[],#10a37f,[],playground
12 Apr 2021,[],#10a37f,[],playground
13 Apr 2021,[],#10a37f,[],playground
14 Apr 2021,[],#10a37f,[],playground
15 Apr 2021,[],#10a37f,[],playground
16 Apr 2021,[],#10a37f,[],playground
17 Apr 2021,[],#10a37f,[],playground
18 Apr 2021,[],#10a37f,[],playground
19 Apr 2021,[],#10a37f,[],playground
20 Apr 2021,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 251}]",#ef4146,"[{""Incident_Title"": ""Playground Unavailable"", ""Incident_Link"": ""https://status.openai.com/incidents/h6qhnj0m8b1x""}]",playground
21 Apr 2021,[],#10a37f,[],playground
22 Apr 2021,[],#10a37f,[],playground
23 Apr 2021,[],#10a37f,[],playground
24 Apr 2021,[],#10a37f,[],playground
25 Apr 2021,[],#10a37f,[],playground
26 Apr 2021,[],#10a37f,[],playground
27 Apr 2021,[],#10a37f,[],playground
28 Apr 2021,[],#10a37f,[],playground
29 Apr 2021,[],#10a37f,[],playground
30 Apr 2021,[],#10a37f,[],playground
1 May 2021,[],#10a37f,[],playground
2 May 2021,[],#10a37f,[],playground
3 May 2021,[],#10a37f,[],playground
4 May 2021,[],#10a37f,[],playground
5 May 2021,[],#10a37f,[],playground
6 May 2021,[],#10a37f,[],playground
7 May 2021,[],#10a37f,[],playground
8 May 2021,[],#10a37f,[],playground
9 May 2021,[],#10a37f,[],playground
10 May 2021,[],#10a37f,[],playground
11 May 2021,[],#10a37f,[],playground
12 May 2021,[],#10a37f,[],playground
13 May 2021,[],#10a37f,[],playground
14 May 2021,[],#10a37f,[],playground
15 May 2021,[],#10a37f,[],playground
16 May 2021,[],#10a37f,[],playground
17 May 2021,[],#10a37f,[],playground
18 May 2021,[],#10a37f,[],playground
19 May 2021,[],#10a37f,[],playground
20 May 2021,[],#10a37f,[],playground
21 May 2021,[],#10a37f,[],playground
22 May 2021,[],#10a37f,[],playground
23 May 2021,[],#10a37f,[],playground
24 May 2021,[],#10a37f,[],playground
25 May 2021,[],#10a37f,[],playground
26 May 2021,[],#10a37f,[],playground
27 May 2021,[],#10a37f,[],playground
28 May 2021,[],#10a37f,[],playground
29 May 2021,[],#10a37f,[],playground
30 May 2021,[],#10a37f,[],playground
31 May 2021,[],#10a37f,[],playground
